retriever,method,samples,recall@3,violation_rate@3,mean_answer_rank,mean_trap_rank,variant,alpha,beta,margin,threshold,candidate_top_n
dense,gate_score_c20_a0.25_b0.75_m0_t0,50,0.82,0.8,3.94,4.32,gate,0.25,0.75,0.0,0.0,20
dense,gate_score_c20_a0.25_b0.75_m0_t0.05,50,0.88,0.88,3.94,4.12,gate,0.25,0.75,0.0,0.05,20
dense,gate_score_c20_a0.25_b0.75_m0_t0.1,50,0.88,0.9,3.96,4.08,gate,0.25,0.75,0.0,0.1,20
dense,gate_score_c20_a0.25_b0.75_m0_t0.2,50,0.9,0.88,3.88,4.14,gate,0.25,0.75,0.0,0.2,20
dense,gate_score_c20_a0.25_b0.75_m0_t0.3,50,0.9,0.9,3.88,3.98,gate,0.25,0.75,0.0,0.3,20
dense,gate_score_c20_a0.25_b1_m0_t0,50,0.74,0.66,4.62,5.16,gate,0.25,1.0,0.0,0.0,20
dense,gate_score_c20_a0.25_b1_m0_t0.05,50,0.88,0.88,3.96,4.22,gate,0.25,1.0,0.0,0.05,20
dense,gate_score_c20_a0.25_b1_m0_t0.1,50,0.88,0.9,3.98,4.1,gate,0.25,1.0,0.0,0.1,20
dense,gate_score_c20_a0.25_b1_m0_t0.2,50,0.9,0.88,3.88,4.16,gate,0.25,1.0,0.0,0.2,20
dense,gate_score_c20_a0.25_b1_m0_t0.3,50,0.9,0.9,3.88,3.98,gate,0.25,1.0,0.0,0.3,20
dense,gate_score_c20_a0.25_b1.5_m0_t0,50,0.52,0.4,9.1,11.02,gate,0.25,1.5,0.0,0.0,20
dense,gate_score_c20_a0.25_b1.5_m0_t0.05,50,0.84,0.88,4.58,4.54,gate,0.25,1.5,0.0,0.05,20
dense,gate_score_c20_a0.25_b1.5_m0_t0.1,50,0.88,0.9,4.1,4.22,gate,0.25,1.5,0.0,0.1,20
dense,gate_score_c20_a0.25_b1.5_m0_t0.2,50,0.9,0.88,3.86,4.28,gate,0.25,1.5,0.0,0.2,20
dense,gate_score_c20_a0.25_b1.5_m0_t0.3,50,0.9,0.9,3.88,3.98,gate,0.25,1.5,0.0,0.3,20
dense,gate_score_c20_a0.25_b2_m0_t0,50,0.52,0.4,10.2,12.62,gate,0.25,2.0,0.0,0.0,20
dense,gate_score_c20_a0.25_b2_m0_t0.05,50,0.84,0.88,4.66,4.6,gate,0.25,2.0,0.0,0.05,20
dense,gate_score_c20_a0.25_b2_m0_t0.1,50,0.88,0.9,4.1,4.24,gate,0.25,2.0,0.0,0.1,20
dense,gate_score_c20_a0.25_b2_m0_t0.2,50,0.9,0.88,3.86,4.3,gate,0.25,2.0,0.0,0.2,20
dense,gate_score_c20_a0.25_b2_m0_t0.3,50,0.9,0.9,3.88,3.98,gate,0.25,2.0,0.0,0.3,20
dense,gate_score_c20_a0.25_b3_m0_t0,50,0.52,0.4,10.6,13.32,gate,0.25,3.0,0.0,0.0,20
dense,gate_score_c20_a0.25_b3_m0_t0.05,50,0.84,0.88,4.74,4.62,gate,0.25,3.0,0.0,0.05,20
dense,gate_score_c20_a0.25_b3_m0_t0.1,50,0.88,0.9,4.12,4.26,gate,0.25,3.0,0.0,0.1,20
dense,gate_score_c20_a0.25_b3_m0_t0.2,50,0.9,0.88,3.86,4.32,gate,0.25,3.0,0.0,0.2,20
dense,gate_score_c20_a0.25_b3_m0_t0.3,50,0.9,0.9,3.88,3.98,gate,0.25,3.0,0.0,0.3,20
dense,gate_score_c20_a0.5_b0.25_m0_t0,50,0.92,0.9,3.76,4.1,gate,0.5,0.25,0.0,0.0,20
dense,gate_score_c20_a0.5_b0.25_m0_t0.05,50,0.9,0.9,3.96,4.0,gate,0.5,0.25,0.0,0.05,20
dense,gate_score_c20_a0.5_b0.25_m0_t0.1,50,0.9,0.9,3.96,4.0,gate,0.5,0.25,0.0,0.1,20
dense,gate_score_c20_a0.5_b0.25_m0_t0.2,50,0.9,0.9,3.94,4.0,gate,0.5,0.25,0.0,0.2,20
dense,gate_score_c20_a0.5_b0.25_m0_t0.3,50,0.9,0.9,3.94,4.0,gate,0.5,0.25,0.0,0.3,20
dense,gate_score_c20_a0.5_b0.5_m0_t0,50,0.92,0.88,3.66,4.12,gate,0.5,0.5,0.0,0.0,20
dense,gate_score_c20_a0.5_b0.5_m0_t0.05,50,0.9,0.88,3.9,4.02,gate,0.5,0.5,0.0,0.05,20
dense,gate_score_c20_a0.5_b0.5_m0_t0.1,50,0.9,0.88,3.92,4.02,gate,0.5,0.5,0.0,0.1,20
dense,gate_score_c20_a0.5_b0.5_m0_t0.2,50,0.9,0.88,3.9,4.06,gate,0.5,0.5,0.0,0.2,20
dense,gate_score_c20_a0.5_b0.5_m0_t0.3,50,0.9,0.9,3.9,4.0,gate,0.5,0.5,0.0,0.3,20
dense,gate_score_c20_a0.5_b0.75_m0_t0,50,0.86,0.82,3.82,4.26,gate,0.5,0.75,0.0,0.0,20
dense,gate_score_c20_a0.5_b0.75_m0_t0.05,50,0.88,0.86,3.94,4.14,gate,0.5,0.75,0.0,0.05,20
dense,gate_score_c20_a0.5_b0.75_m0_t0.1,50,0.88,0.88,3.96,4.1,gate,0.5,0.75,0.0,0.1,20
dense,gate_score_c20_a0.5_b0.75_m0_t0.2,50,0.9,0.88,3.9,4.16,gate,0.5,0.75,0.0,0.2,20
dense,gate_score_c20_a0.5_b0.75_m0_t0.3,50,0.9,0.9,3.9,4.0,gate,0.5,0.75,0.0,0.3,20
dense,gate_score_c20_a0.5_b1_m0_t0,50,0.82,0.72,4.02,4.66,gate,0.5,1.0,0.0,0.0,20
dense,gate_score_c20_a0.5_b1_m0_t0.05,50,0.88,0.86,3.98,4.2,gate,0.5,1.0,0.0,0.05,20
dense,gate_score_c20_a0.5_b1_m0_t0.1,50,0.88,0.88,4.0,4.12,gate,0.5,1.0,0.0,0.1,20
dense,gate_score_c20_a0.5_b1_m0_t0.2,50,0.9,0.88,3.9,4.18,gate,0.5,1.0,0.0,0.2,20
dense,gate_score_c20_a0.5_b1_m0_t0.3,50,0.9,0.9,3.9,4.0,gate,0.5,1.0,0.0,0.3,20
dense,gate_score_c20_a0.5_b1.5_m0_t0,50,0.54,0.42,6.88,8.08,gate,0.5,1.5,0.0,0.0,20
dense,gate_score_c20_a0.5_b1.5_m0_t0.05,50,0.84,0.86,4.28,4.44,gate,0.5,1.5,0.0,0.05,20
dense,gate_score_c20_a0.5_b1.5_m0_t0.1,50,0.88,0.88,4.1,4.22,gate,0.5,1.5,0.0,0.1,20
dense,gate_score_c20_a0.5_b1.5_m0_t0.2,50,0.9,0.88,3.88,4.28,gate,0.5,1.5,0.0,0.2,20
dense,gate_score_c20_a0.5_b1.5_m0_t0.3,50,0.9,0.9,3.9,4.0,gate,0.5,1.5,0.0,0.3,20
dense,gate_score_c20_a0.5_b2_m0_t0,50,0.52,0.38,9.66,11.76,gate,0.5,2.0,0.0,0.0,20
dense,gate_score_c20_a0.5_b2_m0_t0.05,50,0.84,0.86,4.66,4.64,gate,0.5,2.0,0.0,0.05,20
dense,gate_score_c20_a0.5_b2_m0_t0.1,50,0.88,0.88,4.1,4.28,gate,0.5,2.0,0.0,0.1,20
dense,gate_score_c20_a0.5_b2_m0_t0.2,50,0.9,0.88,3.88,4.32,gate,0.5,2.0,0.0,0.2,20
dense,gate_score_c20_a0.5_b2_m0_t0.3,50,0.9,0.9,3.9,4.0,gate,0.5,2.0,0.0,0.3,20
dense,gate_score_c20_a0.5_b3_m0_t0,50,0.52,0.38,10.54,13.16,gate,0.5,3.0,0.0,0.0,20
dense,gate_score_c20_a0.5_b3_m0_t0.05,50,0.84,0.86,4.72,4.64,gate,0.5,3.0,0.0,0.05,20
dense,gate_score_c20_a0.5_b3_m0_t0.1,50,0.88,0.88,4.14,4.28,gate,0.5,3.0,0.0,0.1,20
dense,gate_score_c20_a0.5_b3_m0_t0.2,50,0.9,0.88,3.88,4.34,gate,0.5,3.0,0.0,0.2,20
dense,gate_score_c20_a0.5_b3_m0_t0.3,50,0.9,0.9,3.9,4.0,gate,0.5,3.0,0.0,0.3,20
dense,gate_score_c20_a0.75_b0.25_m0_t0,50,0.9,0.9,3.78,4.12,gate,0.75,0.25,0.0,0.0,20
dense,gate_score_c20_a0.75_b0.25_m0_t0.05,50,0.9,0.88,3.98,4.04,gate,0.75,0.25,0.0,0.05,20
dense,gate_score_c20_a0.75_b0.25_m0_t0.1,50,0.9,0.88,3.98,4.04,gate,0.75,0.25,0.0,0.1,20
dense,gate_score_c20_a0.75_b0.25_m0_t0.2,50,0.9,0.88,3.92,4.04,gate,0.75,0.25,0.0,0.2,20
dense,gate_score_c20_a0.75_b0.25_m0_t0.3,50,0.9,0.9,3.92,4.0,gate,0.75,0.25,0.0,0.3,20
dense,gate_score_c20_a0.75_b0.5_m0_t0,50,0.92,0.9,3.64,4.08,gate,0.75,0.5,0.0,0.0,20
dense,gate_score_c20_a0.75_b0.5_m0_t0.05,50,0.9,0.88,3.88,4.02,gate,0.75,0.5,0.0,0.05,20
dense,gate_score_c20_a0.75_b0.5_m0_t0.1,50,0.9,0.88,3.9,4.02,gate,0.75,0.5,0.0,0.1,20
dense,gate_score_c20_a0.75_b0.5_m0_t0.2,50,0.9,0.88,3.88,4.06,gate,0.75,0.5,0.0,0.2,20
dense,gate_score_c20_a0.75_b0.5_m0_t0.3,50,0.9,0.9,3.88,4.0,gate,0.75,0.5,0.0,0.3,20
dense,gate_score_c20_a0.75_b0.75_m0_t0,50,0.86,0.84,3.78,4.22,gate,0.75,0.75,0.0,0.0,20
dense,gate_score_c20_a0.75_b0.75_m0_t0.05,50,0.88,0.88,3.94,4.08,gate,0.75,0.75,0.0,0.05,20
dense,gate_score_c20_a0.75_b0.75_m0_t0.1,50,0.88,0.88,3.96,4.08,gate,0.75,0.75,0.0,0.1,20
dense,gate_score_c20_a0.75_b0.75_m0_t0.2,50,0.9,0.88,3.88,4.14,gate,0.75,0.75,0.0,0.2,20
dense,gate_score_c20_a0.75_b0.75_m0_t0.3,50,0.9,0.9,3.88,4.0,gate,0.75,0.75,0.0,0.3,20
dense,gate_score_c20_a0.75_b1_m0_t0,50,0.84,0.76,3.92,4.4,gate,0.75,1.0,0.0,0.0,20
dense,gate_score_c20_a0.75_b1_m0_t0.05,50,0.88,0.86,3.96,4.16,gate,0.75,1.0,0.0,0.05,20
dense,gate_score_c20_a0.75_b1_m0_t0.1,50,0.88,0.88,3.98,4.12,gate,0.75,1.0,0.0,0.1,20
dense,gate_score_c20_a0.75_b1_m0_t0.2,50,0.9,0.88,3.88,4.18,gate,0.75,1.0,0.0,0.2,20
dense,gate_score_c20_a0.75_b1_m0_t0.3,50,0.9,0.9,3.88,4.0,gate,0.75,1.0,0.0,0.3,20
dense,gate_score_c20_a0.75_b1.5_m0_t0,50,0.66,0.54,5.36,5.84,gate,0.75,1.5,0.0,0.0,20
dense,gate_score_c20_a0.75_b1.5_m0_t0.05,50,0.84,0.86,4.14,4.36,gate,0.75,1.5,0.0,0.05,20
dense,gate_score_c20_a0.75_b1.5_m0_t0.1,50,0.88,0.88,4.06,4.2,gate,0.75,1.5,0.0,0.1,20
dense,gate_score_c20_a0.75_b1.5_m0_t0.2,50,0.9,0.88,3.86,4.26,gate,0.75,1.5,0.0,0.2,20
dense,gate_score_c20_a0.75_b1.5_m0_t0.3,50,0.9,0.9,3.88,4.0,gate,0.75,1.5,0.0,0.3,20
dense,gate_score_c20_a0.75_b2_m0_t0,50,0.52,0.38,8.72,10.44,gate,0.75,2.0,0.0,0.0,20
dense,gate_score_c20_a0.75_b2_m0_t0.05,50,0.84,0.86,4.56,4.52,gate,0.75,2.0,0.0,0.05,20
dense,gate_score_c20_a0.75_b2_m0_t0.1,50,0.88,0.88,4.1,4.26,gate,0.75,2.0,0.0,0.1,20
dense,gate_score_c20_a0.75_b2_m0_t0.2,50,0.9,0.88,3.86,4.3,gate,0.75,2.0,0.0,0.2,20
dense,gate_score_c20_a0.75_b2_m0_t0.3,50,0.9,0.9,3.88,4.0,gate,0.75,2.0,0.0,0.3,20
dense,gate_score_c20_a0.75_b3_m0_t0,50,0.52,0.38,10.22,12.86,gate,0.75,3.0,0.0,0.0,20
dense,gate_score_c20_a0.75_b3_m0_t0.05,50,0.84,0.86,4.64,4.64,gate,0.75,3.0,0.0,0.05,20
dense,gate_score_c20_a0.75_b3_m0_t0.1,50,0.88,0.88,4.08,4.28,gate,0.75,3.0,0.0,0.1,20
dense,gate_score_c20_a0.75_b3_m0_t0.2,50,0.9,0.88,3.86,4.32,gate,0.75,3.0,0.0,0.2,20
dense,gate_score_c20_a0.75_b3_m0_t0.3,50,0.9,0.9,3.88,4.0,gate,0.75,3.0,0.0,0.3,20
dense,gate_score_c20_a1_b0.25_m0_t0,50,0.9,0.9,3.76,4.14,gate,1.0,0.25,0.0,0.0,20
dense,gate_score_c20_a1_b0.25_m0_t0.05,50,0.9,0.88,3.94,4.06,gate,1.0,0.25,0.0,0.05,20
dense,gate_score_c20_a1_b0.25_m0_t0.1,50,0.9,0.88,3.94,4.06,gate,1.0,0.25,0.0,0.1,20
dense,gate_score_c20_a1_b0.25_m0_t0.2,50,0.9,0.88,3.9,4.06,gate,1.0,0.25,0.0,0.2,20
dense,gate_score_c20_a1_b0.25_m0_t0.3,50,0.9,0.9,3.9,4.02,gate,1.0,0.25,0.0,0.3,20
dense,gate_score_c20_a1_b0.5_m0_t0,50,0.92,0.9,3.64,4.1,gate,1.0,0.5,0.0,0.0,20
dense,gate_score_c20_a1_b0.5_m0_t0.05,50,0.9,0.88,3.88,4.04,gate,1.0,0.5,0.0,0.05,20
dense,gate_score_c20_a1_b0.5_m0_t0.1,50,0.9,0.88,3.88,4.04,gate,1.0,0.5,0.0,0.1,20
dense,gate_score_c20_a1_b0.5_m0_t0.2,50,0.9,0.88,3.86,4.08,gate,1.0,0.5,0.0,0.2,20
dense,gate_score_c20_a1_b0.5_m0_t0.3,50,0.9,0.9,3.86,4.02,gate,1.0,0.5,0.0,0.3,20
dense,gate_score_c20_a1_b0.75_m0_t0,50,0.9,0.86,3.7,4.16,gate,1.0,0.75,0.0,0.0,20
dense,gate_score_c20_a1_b0.75_m0_t0.05,50,0.88,0.88,3.9,4.06,gate,1.0,0.75,0.0,0.05,20
dense,gate_score_c20_a1_b0.75_m0_t0.1,50,0.88,0.88,3.92,4.06,gate,1.0,0.75,0.0,0.1,20
dense,gate_score_c20_a1_b0.75_m0_t0.2,50,0.9,0.88,3.86,4.12,gate,1.0,0.75,0.0,0.2,20
dense,gate_score_c20_a1_b0.75_m0_t0.3,50,0.9,0.9,3.86,4.02,gate,1.0,0.75,0.0,0.3,20
dense,gate_score_c20_a1_b1_m0_t0,50,0.84,0.82,3.82,4.32,gate,1.0,1.0,0.0,0.0,20
dense,gate_score_c20_a1_b1_m0_t0.05,50,0.88,0.86,3.94,4.18,gate,1.0,1.0,0.0,0.05,20
dense,gate_score_c20_a1_b1_m0_t0.1,50,0.88,0.88,3.96,4.14,gate,1.0,1.0,0.0,0.1,20
dense,gate_score_c20_a1_b1_m0_t0.2,50,0.9,0.88,3.86,4.2,gate,1.0,1.0,0.0,0.2,20
dense,gate_score_c20_a1_b1_m0_t0.3,50,0.9,0.9,3.86,4.02,gate,1.0,1.0,0.0,0.3,20
dense,gate_score_c20_a1_b1.5_m0_t0,50,0.76,0.68,4.48,5.1,gate,1.0,1.5,0.0,0.0,20
dense,gate_score_c20_a1_b1.5_m0_t0.05,50,0.88,0.86,3.94,4.26,gate,1.0,1.5,0.0,0.05,20
dense,gate_score_c20_a1_b1.5_m0_t0.1,50,0.88,0.88,3.96,4.14,gate,1.0,1.5,0.0,0.1,20
dense,gate_score_c20_a1_b1.5_m0_t0.2,50,0.9,0.88,3.86,4.2,gate,1.0,1.5,0.0,0.2,20
dense,gate_score_c20_a1_b1.5_m0_t0.3,50,0.9,0.9,3.86,4.02,gate,1.0,1.5,0.0,0.3,20
dense,gate_score_c20_a1_b2_m0_t0,50,0.54,0.42,6.92,8.08,gate,1.0,2.0,0.0,0.0,20
dense,gate_score_c20_a1_b2_m0_t0.05,50,0.84,0.86,4.28,4.5,gate,1.0,2.0,0.0,0.05,20
dense,gate_score_c20_a1_b2_m0_t0.1,50,0.88,0.88,4.1,4.28,gate,1.0,2.0,0.0,0.1,20
dense,gate_score_c20_a1_b2_m0_t0.2,50,0.9,0.88,3.84,4.32,gate,1.0,2.0,0.0,0.2,20
dense,gate_score_c20_a1_b2_m0_t0.3,50,0.9,0.9,3.86,4.02,gate,1.0,2.0,0.0,0.3,20
dense,gate_score_c20_a1_b3_m0_t0,50,0.52,0.38,10.04,12.48,gate,1.0,3.0,0.0,0.0,20
dense,gate_score_c20_a1_b3_m0_t0.05,50,0.84,0.86,4.62,4.66,gate,1.0,3.0,0.0,0.05,20
dense,gate_score_c20_a1_b3_m0_t0.1,50,0.88,0.88,4.06,4.3,gate,1.0,3.0,0.0,0.1,20
dense,gate_score_c20_a1_b3_m0_t0.2,50,0.9,0.88,3.84,4.34,gate,1.0,3.0,0.0,0.2,20
dense,gate_score_c20_a1_b3_m0_t0.3,50,0.9,0.9,3.86,4.02,gate,1.0,3.0,0.0,0.3,20
dense,gate_score_c20_a1.5_b0.25_m0_t0,50,0.9,0.88,3.82,4.18,gate,1.5,0.25,0.0,0.0,20
dense,gate_score_c20_a1.5_b0.25_m0_t0.05,50,0.9,0.88,3.96,4.12,gate,1.5,0.25,0.0,0.05,20
dense,gate_score_c20_a1.5_b0.25_m0_t0.1,50,0.9,0.88,3.96,4.14,gate,1.5,0.25,0.0,0.1,20
dense,gate_score_c20_a1.5_b0.25_m0_t0.2,50,0.9,0.88,3.94,4.16,gate,1.5,0.25,0.0,0.2,20
dense,gate_score_c20_a1.5_b0.25_m0_t0.3,50,0.9,0.88,3.94,4.16,gate,1.5,0.25,0.0,0.3,20
dense,gate_score_c20_a1.5_b0.5_m0_t0,50,0.92,0.88,3.76,4.18,gate,1.5,0.5,0.0,0.0,20
dense,gate_score_c20_a1.5_b0.5_m0_t0.05,50,0.9,0.88,3.94,4.12,gate,1.5,0.5,0.0,0.05,20
dense,gate_score_c20_a1.5_b0.5_m0_t0.1,50,0.9,0.88,3.94,4.14,gate,1.5,0.5,0.0,0.1,20
dense,gate_score_c20_a1.5_b0.5_m0_t0.2,50,0.9,0.88,3.9,4.18,gate,1.5,0.5,0.0,0.2,20
dense,gate_score_c20_a1.5_b0.5_m0_t0.3,50,0.9,0.88,3.9,4.16,gate,1.5,0.5,0.0,0.3,20
dense,gate_score_c20_a1.5_b0.75_m0_t0,50,0.92,0.88,3.66,4.18,gate,1.5,0.75,0.0,0.0,20
dense,gate_score_c20_a1.5_b0.75_m0_t0.05,50,0.88,0.88,3.9,4.12,gate,1.5,0.75,0.0,0.05,20
dense,gate_score_c20_a1.5_b0.75_m0_t0.1,50,0.88,0.88,3.92,4.14,gate,1.5,0.75,0.0,0.1,20
dense,gate_score_c20_a1.5_b0.75_m0_t0.2,50,0.9,0.88,3.9,4.2,gate,1.5,0.75,0.0,0.2,20
dense,gate_score_c20_a1.5_b0.75_m0_t0.3,50,0.9,0.88,3.9,4.16,gate,1.5,0.75,0.0,0.3,20
dense,gate_score_c20_a1.5_b1_m0_t0,50,0.88,0.84,3.78,4.28,gate,1.5,1.0,0.0,0.0,20
dense,gate_score_c20_a1.5_b1_m0_t0.05,50,0.88,0.88,3.96,4.18,gate,1.5,1.0,0.0,0.05,20
dense,gate_score_c20_a1.5_b1_m0_t0.1,50,0.88,0.88,3.98,4.2,gate,1.5,1.0,0.0,0.1,20
dense,gate_score_c20_a1.5_b1_m0_t0.2,50,0.9,0.88,3.9,4.28,gate,1.5,1.0,0.0,0.2,20
dense,gate_score_c20_a1.5_b1_m0_t0.3,50,0.9,0.88,3.9,4.16,gate,1.5,1.0,0.0,0.3,20
dense,gate_score_c20_a1.5_b1.5_m0_t0,50,0.84,0.74,3.94,4.6,gate,1.5,1.5,0.0,0.0,20
dense,gate_score_c20_a1.5_b1.5_m0_t0.05,50,0.88,0.86,3.94,4.24,gate,1.5,1.5,0.0,0.05,20
dense,gate_score_c20_a1.5_b1.5_m0_t0.1,50,0.88,0.88,3.96,4.22,gate,1.5,1.5,0.0,0.1,20
dense,gate_score_c20_a1.5_b1.5_m0_t0.2,50,0.9,0.88,3.9,4.3,gate,1.5,1.5,0.0,0.2,20
dense,gate_score_c20_a1.5_b1.5_m0_t0.3,50,0.9,0.88,3.9,4.16,gate,1.5,1.5,0.0,0.3,20
dense,gate_score_c20_a1.5_b2_m0_t0,50,0.7,0.6,4.96,5.6,gate,1.5,2.0,0.0,0.0,20
dense,gate_score_c20_a1.5_b2_m0_t0.05,50,0.88,0.86,4.04,4.44,gate,1.5,2.0,0.0,0.05,20
dense,gate_score_c20_a1.5_b2_m0_t0.1,50,0.88,0.88,4.04,4.3,gate,1.5,2.0,0.0,0.1,20
dense,gate_score_c20_a1.5_b2_m0_t0.2,50,0.9,0.88,3.88,4.38,gate,1.5,2.0,0.0,0.2,20
dense,gate_score_c20_a1.5_b2_m0_t0.3,50,0.9,0.88,3.9,4.16,gate,1.5,2.0,0.0,0.3,20
dense,gate_score_c20_a1.5_b3_m0_t0,50,0.52,0.38,9.22,11.38,gate,1.5,3.0,0.0,0.0,20
dense,gate_score_c20_a1.5_b3_m0_t0.05,50,0.84,0.86,4.58,4.7,gate,1.5,3.0,0.0,0.05,20
dense,gate_score_c20_a1.5_b3_m0_t0.1,50,0.88,0.88,4.08,4.38,gate,1.5,3.0,0.0,0.1,20
dense,gate_score_c20_a1.5_b3_m0_t0.2,50,0.9,0.88,3.88,4.44,gate,1.5,3.0,0.0,0.2,20
dense,gate_score_c20_a1.5_b3_m0_t0.3,50,0.9,0.88,3.9,4.16,gate,1.5,3.0,0.0,0.3,20
dense,gate_score_c20_a2_b0.25_m0_t0,50,0.9,0.88,3.84,4.22,gate,2.0,0.25,0.0,0.0,20
dense,gate_score_c20_a2_b0.25_m0_t0.05,50,0.9,0.88,3.94,4.12,gate,2.0,0.25,0.0,0.05,20
dense,gate_score_c20_a2_b0.25_m0_t0.1,50,0.9,0.88,3.94,4.14,gate,2.0,0.25,0.0,0.1,20
dense,gate_score_c20_a2_b0.25_m0_t0.2,50,0.9,0.88,3.92,4.16,gate,2.0,0.25,0.0,0.2,20
dense,gate_score_c20_a2_b0.25_m0_t0.3,50,0.9,0.88,3.92,4.16,gate,2.0,0.25,0.0,0.3,20
dense,gate_score_c20_a2_b0.5_m0_t0,50,0.9,0.88,3.8,4.22,gate,2.0,0.5,0.0,0.0,20
dense,gate_score_c20_a2_b0.5_m0_t0.05,50,0.9,0.88,3.92,4.14,gate,2.0,0.5,0.0,0.05,20
dense,gate_score_c20_a2_b0.5_m0_t0.1,50,0.9,0.88,3.92,4.16,gate,2.0,0.5,0.0,0.1,20
dense,gate_score_c20_a2_b0.5_m0_t0.2,50,0.9,0.88,3.88,4.18,gate,2.0,0.5,0.0,0.2,20
dense,gate_score_c20_a2_b0.5_m0_t0.3,50,0.9,0.88,3.88,4.16,gate,2.0,0.5,0.0,0.3,20
dense,gate_score_c20_a2_b0.75_m0_t0,50,0.9,0.88,3.78,4.18,gate,2.0,0.75,0.0,0.0,20
dense,gate_score_c20_a2_b0.75_m0_t0.05,50,0.88,0.88,3.92,4.12,gate,2.0,0.75,0.0,0.05,20
dense,gate_score_c20_a2_b0.75_m0_t0.1,50,0.88,0.88,3.92,4.14,gate,2.0,0.75,0.0,0.1,20
dense,gate_score_c20_a2_b0.75_m0_t0.2,50,0.9,0.88,3.88,4.2,gate,2.0,0.75,0.0,0.2,20
dense,gate_score_c20_a2_b0.75_m0_t0.3,50,0.9,0.88,3.88,4.16,gate,2.0,0.75,0.0,0.3,20
dense,gate_score_c20_a2_b1_m0_t0,50,0.88,0.86,3.8,4.28,gate,2.0,1.0,0.0,0.0,20
dense,gate_score_c20_a2_b1_m0_t0.05,50,0.88,0.88,3.9,4.18,gate,2.0,1.0,0.0,0.05,20
dense,gate_score_c20_a2_b1_m0_t0.1,50,0.88,0.88,3.92,4.2,gate,2.0,1.0,0.0,0.1,20
dense,gate_score_c20_a2_b1_m0_t0.2,50,0.9,0.88,3.88,4.26,gate,2.0,1.0,0.0,0.2,20
dense,gate_score_c20_a2_b1_m0_t0.3,50,0.9,0.88,3.88,4.16,gate,2.0,1.0,0.0,0.3,20
dense,gate_score_c20_a2_b1.5_m0_t0,50,0.84,0.8,3.84,4.42,gate,2.0,1.5,0.0,0.0,20
dense,gate_score_c20_a2_b1.5_m0_t0.05,50,0.88,0.86,3.92,4.24,gate,2.0,1.5,0.0,0.05,20
dense,gate_score_c20_a2_b1.5_m0_t0.1,50,0.88,0.88,3.94,4.22,gate,2.0,1.5,0.0,0.1,20
dense,gate_score_c20_a2_b1.5_m0_t0.2,50,0.9,0.88,3.88,4.3,gate,2.0,1.5,0.0,0.2,20
dense,gate_score_c20_a2_b1.5_m0_t0.3,50,0.9,0.88,3.88,4.16,gate,2.0,1.5,0.0,0.3,20
dense,gate_score_c20_a2_b2_m0_t0,50,0.82,0.72,4.14,4.78,gate,2.0,2.0,0.0,0.0,20
dense,gate_score_c20_a2_b2_m0_t0.05,50,0.88,0.86,3.92,4.28,gate,2.0,2.0,0.0,0.05,20
dense,gate_score_c20_a2_b2_m0_t0.1,50,0.88,0.88,3.94,4.22,gate,2.0,2.0,0.0,0.1,20
dense,gate_score_c20_a2_b2_m0_t0.2,50,0.9,0.88,3.88,4.3,gate,2.0,2.0,0.0,0.2,20
dense,gate_score_c20_a2_b2_m0_t0.3,50,0.9,0.88,3.88,4.16,gate,2.0,2.0,0.0,0.3,20
dense,gate_score_c20_a2_b3_m0_t0,50,0.54,0.42,6.96,8.02,gate,2.0,3.0,0.0,0.0,20
dense,gate_score_c20_a2_b3_m0_t0.05,50,0.84,0.86,4.28,4.56,gate,2.0,3.0,0.0,0.05,20
dense,gate_score_c20_a2_b3_m0_t0.1,50,0.88,0.88,4.08,4.36,gate,2.0,3.0,0.0,0.1,20
dense,gate_score_c20_a2_b3_m0_t0.2,50,0.9,0.88,3.86,4.42,gate,2.0,3.0,0.0,0.2,20
dense,gate_score_c20_a2_b3_m0_t0.3,50,0.9,0.88,3.88,4.16,gate,2.0,3.0,0.0,0.3,20
dense,gate_score_call_a0_b0.25_m0_t0,50,0.88,0.88,4.1,4.36,gate,0.0,0.25,0.0,0.0,all
dense,gate_score_call_a0_b0.25_m0_t0.05,50,0.88,0.9,4.2,4.12,gate,0.0,0.25,0.0,0.05,all
dense,gate_score_call_a0_b0.25_m0_t0.1,50,0.88,0.88,3.84,3.82,gate,0.0,0.25,0.0,0.1,all
dense,gate_score_call_a0_b0.25_m0_t0.2,50,0.9,0.9,3.8,3.8,gate,0.0,0.25,0.0,0.2,all
dense,gate_score_call_a0_b0.25_m0_t0.3,50,0.9,0.9,3.92,3.9,gate,0.0,0.25,0.0,0.3,all
dense,gate_score_call_a0_b0.5_m0_t0,50,0.76,0.64,5.92,6.16,gate,0.0,0.5,0.0,0.0,all
dense,gate_score_call_a0_b0.5_m0_t0.05,50,0.88,0.9,4.42,4.34,gate,0.0,0.5,0.0,0.05,all
dense,gate_score_call_a0_b0.5_m0_t0.1,50,0.88,0.88,3.94,3.9,gate,0.0,0.5,0.0,0.1,all
dense,gate_score_call_a0_b0.5_m0_t0.2,50,0.9,0.9,3.78,3.76,gate,0.0,0.5,0.0,0.2,all
dense,gate_score_call_a0_b0.5_m0_t0.3,50,0.9,0.9,3.9,3.88,gate,0.0,0.5,0.0,0.3,all
dense,gate_score_call_a0_b0.75_m0_t0,50,0.56,0.42,14.0,15.52,gate,0.0,0.75,0.0,0.0,all
